Target gene,Representative transcript,Gene name,3P-seq tags + 5,Conserved sites total,Conserved 8mer sites,Conserved 7mer-m8 sites,Conserved 7mer-A1 sites,Poorly conserved sites total,Poorly conserved 8mer sites,Poorly conserved 7mer-m8 sites,Poorly conserved 7mer-A1 sites,6mer sites,Representative miRNA,Cumulative weighted context++ score,Total context++ score,Aggregate PCT,"Previous TargetScan publication(s)
"
March6,ENSMUST00000090227.4,membrane-associated ring finger (C3HC4) 6 ,638,1,1,0,0,1,0,0,1,2,mmu-miR-141-3p,-0.02,-0.08,0.48,"2009, 2011
"
Apba2,ENSMUST00000032732.9,"amyloid beta (A4) precursor protein-binding, family A, member 2 ",24,1,1,0,0,0,0,0,0,0,mmu-miR-141-3p,-0.02,-0.03,< 0.1,"2005, 2007
"
Ntn1,ENSMUST00000108674.3,netrin 1 ,1321,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.02,-0.02,0.37,"2009, 2011
"
Sec11a,ENSMUST00000026818.6,SEC11 homolog A (S. cerevisiae) ,1282,1,0,1,0,4,1,3,0,2,mmu-miR-141-3p,-0.02,-0.58,0.37,"2007, 2009, 2011
"
Aff4,ENSMUST00000060945.6,"AF4/FMR2 family, member 4 ",466,1,0,1,0,0,0,0,0,2,mmu-miR-141-3p,-0.02,-0.06,0.37,"2007, 2009, 2011
"
Steap2,ENSMUST00000164219.2,six transmembrane epithelial antigen of prostate 2 ,913,1,1,0,0,2,0,0,2,0,mmu-miR-141-3p,-0.02,-0.08,< 0.1,"2005, 2009, 2011
"
Rnf122,ENSMUST00000046941.7,ring finger protein 122 ,104,1,1,0,0,1,1,0,0,1,mmu-miR-141-3p,-0.02,-0.31,< 0.1,"2009, 2011
"
Cir1,ENSMUST00000058615.9,"corepressor interacting with RBPJ, 1 ",11,1,0,1,0,2,0,0,2,1,mmu-miR-200a-3p,-0.02,-0.04,0.37,"
"
Tbc1d15,ENSMUST00000020339.8,"TBC1 domain family, member 15 ",1002,1,0,1,0,0,0,0,0,2,mmu-miR-141-3p,-0.02,-0.15,0.37,"2005, 2007, 2009, 2011
"
Tm9sf4,ENSMUST00000089027.2,transmembrane 9 superfamily protein member 4 ,724,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.02,-0.02,0.37,"2005, 2007, 2009, 2011
"
Gfod1,ENSMUST00000055341.5,glucose-fructose oxidoreductase domain containing 1 ,124,1,0,1,0,0,0,0,0,3,mmu-miR-141-3p,-0.02,-0.02,0.37,"2009, 2011
"
Apold1,ENSMUST00000167323.1,apolipoprotein L domain containing 1 ,24,1,0,1,0,0,0,0,0,1,mmu-miR-141-3p,-0.02,-0.02,0.37,"2007, 2009, 2011
"
Bmpr1b,ENSMUST00000029948.9,"bone morphogenetic protein receptor, type 1B ",48,1,0,1,0,0,0,0,0,1,mmu-miR-141-3p,-0.02,-0.02,0.37,"2009, 2011
"
Mctp1,ENSMUST00000125209.2,"multiple C2 domains, transmembrane 1 ",29,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.02,-0.02,0.37,"2009, 2011
"
Pitpnm3,ENSMUST00000075258.7,PITPNM family member 3 ,10,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.02,-0.02,0.37,"2009, 2011
"
Cacna1b,ENSMUST00000070864.8,"calcium channel, voltage-dependent, N type, alpha 1B subunit ",35,1,0,1,0,0,0,0,0,1,mmu-miR-141-3p,-0.02,-0.14,0.37,"
"
Cpd,ENSMUST00000021201.5,carboxypeptidase D ,3036,1,0,1,0,0,0,0,0,2,mmu-miR-141-3p,-0.02,-0.03,0.37,"2005, 2007, 2009, 2011
"
Zfp609,ENSMUST00000159109.1,zinc finger protein 609 ,200,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.02,-0.02,0.37,2011
Sema3c,ENSMUST00000030568.8,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C ",1516,1,0,0,1,1,0,1,0,2,mmu-miR-141-3p,-0.02,-0.03,0.34,"2009, 2011
"
Vcan,ENSMUST00000109546.3,versican ,686,1,1,0,0,0,0,0,0,1,mmu-miR-141-3p,-0.02,-0.03,0.31,2011
Igf2bp2,ENSMUST00000100052.5,insulin-like growth factor 2 mRNA binding protein 2 ,40,1,0,1,0,1,0,1,0,1,mmu-miR-141-3p,-0.02,-0.1,0.37,"2007, 2009, 2011
"
Tns1,ENSMUST00000169786.2,tensin 1 ,19691,1,0,1,0,0,0,0,0,3,mmu-miR-141-3p,-0.02,-0.02,0.37,2011
Fgd4,ENSMUST00000161861.2,"FYVE, RhoGEF and PH domain containing 4 ",46,1,0,1,0,0,0,0,0,2,mmu-miR-141-3p,-0.02,-0.12,0.37,"
"
Thoc2,ENSMUST00000047037.9,THO complex 2 ,657,1,0,0,1,0,0,0,0,0,mmu-miR-141-3p,-0.02,-0.03,0.34,"2007, 2009, 2011
"
Mapk1,ENSMUST00000069107.8,mitogen-activated protein kinase 1 ,3469,1,0,1,0,1,0,1,0,1,mmu-miR-141-3p,-0.02,-0.36,0.54,"2007, 2009, 2011
"
Meis2,ENSMUST00000110907.2,Meis homeobox 2 ,161,1,0,0,1,1,0,1,0,0,mmu-miR-141-3p,-0.02,-0.17,0.34,2011
Drd2,ENSMUST00000075764.6,dopamine receptor D2 ,6,1,1,0,0,1,0,1,0,0,mmu-miR-141-3p,-0.02,-0.08,0.54,"2005, 2007
"
Asxl1,ENSMUST00000109790.1,additional sex combs like 1 ,1707,1,1,0,0,0,0,0,0,0,mmu-miR-141-3p,-0.02,-0.03,< 0.1,"2005, 2007, 2009, 2011
"
Asxl3,ENSMUST00000097655.3,additional sex combs like 3 (Drosophila) ,16,1,0,1,0,0,0,0,0,3,mmu-miR-141-3p,-0.02,-0.02,0.37,2011
Gm5084,ENSMUST00000060705.2,predicted gene 5084 ,6,1,0,0,1,1,0,1,0,1,mmu-miR-141-3p,-0.02,-0.16,0.34,"
"
Xpr1,ENSMUST00000027741.6,xenotropic and polytropic retrovirus receptor 1 ,1027,1,1,0,0,0,0,0,0,1,mmu-miR-141-3p,-0.01,-0.03,< 0.1,"2009, 2011
"
Preb,ENSMUST00000088063.2,prolactin regulatory element binding ,478,1,0,1,0,1,0,1,0,3,mmu-miR-200a-3p,-0.01,-0.1,0.58,"
"
Rnf38,ENSMUST00000098098.3,ring finger protein 38 ,90,1,0,1,0,1,0,0,1,1,mmu-miR-141-3p,-0.01,-0.03,0.37,"2005, 2007, 2009, 2011
"
Tet1,ENSMUST00000050826.8,tet methylcytosine dioxygenase 1 ,33,1,0,0,1,2,0,2,0,4,mmu-miR-141-3p,-0.01,-0.05,0.58,"2007, 2011
"
Fbrsl1,ENSMUST00000069483.6,fibrosin-like 1 ,533,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.01,-0.12,0.37,"2009, 2011
"
Bcl11b,ENSMUST00000066060.5,B cell leukemia/lymphoma 11B ,29,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.01,-0.02,0.37,"2005, 2007, 2009, 2011
"
Tmem57,ENSMUST00000030628.9,transmembrane protein 57 ,402,1,0,0,1,0,0,0,0,0,mmu-miR-141-3p,-0.01,-0.11,0.34,"2009, 2011
"
Slc39a10,ENSMUST00000027131.5,"solute carrier family 39 (zinc transporter), member 10 ",158,1,0,1,0,1,0,1,0,2,mmu-miR-141-3p,-0.01,-0.04,< 0.1,"2005, 2007, 2009, 2011
"
Eif4ebp1,ENSMUST00000033880.5,eukaryotic translation initiation factor 4E binding protein 1 ,1712,1,1,0,0,2,0,1,1,1,mmu-miR-141-3p,-0.01,-0.49,< 0.1,"2009, 2011
"
Plxna4,ENSMUST00000115096.3,plexin A4 ,54,1,1,0,0,0,0,0,0,0,mmu-miR-141-3p,-0.01,-0.03,0.82,"2009, 2011
"
Mtap7d3,ENSMUST00000114766.2,MAP7 domain containing 3 ,19,1,1,0,0,1,1,0,0,2,mmu-miR-141-3p,-0.01,-0.06,< 0.1,"
"
Arfgef2,ENSMUST00000099078.4,ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited) ,745,1,0,1,0,1,0,0,1,2,mmu-miR-200a-3p,-0.01,-0.11,0.37,"2009, 2011
"
Tox3,ENSMUST00000109621.4,TOX high mobility group box family member 3 ,47,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.01,-0.14,0.37,"
"
Bbx,ENSMUST00000138166.2,bobby sox homolog (Drosophila) ,116,1,0,1,0,0,0,0,0,4,mmu-miR-141-3p,-0.01,-0.04,0.37,2011
Ptpn6,ENSMUST00000004377.9,"protein tyrosine phosphatase, non-receptor type 6 ",64,2,0,2,0,0,0,0,0,0,mmu-miR-141-3p,-0.01,-0.09,0.6,"
"
Zfp292,ENSMUST00000098163.3,zinc finger protein 292 ,571,1,1,0,0,6,2,3,1,2,mmu-miR-141-3p,-0.01,-0.33,< 0.1,"
"
Mdga1,ENSMUST00000171691.2,MAM domain containing glycosylphosphatidylinositol anchor 1 ,59,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.01,-0.1,0.37,"2005, 2007, 2009, 2011
"
Myo9a,ENSMUST00000136740.2,myosin IXa ,666,1,0,0,1,0,0,0,0,0,mmu-miR-141-3p,-0.01,-0.01,0.34,2011
Atg7,ENSMUST00000032457.11,autophagy related 7 ,381,1,0,1,0,0,0,0,0,2,mmu-miR-141-3p,-0.01,-0.05,0.37,"
"
Arhgap1,ENSMUST00000111329.2,Rho GTPase activating protein 1 ,141,1,1,0,0,2,1,1,0,2,mmu-miR-141-3p,-0.01,-0.1,< 0.1,"
"
Rpa1,ENSMUST00000092907.6,replication protein A1 ,633,2,1,1,0,0,0,0,0,0,mmu-miR-141-3p,-0.01,-0.2,0.37,"
"
Tnr,ENSMUST00000111669.3,tenascin R ,7,1,1,0,0,0,0,0,0,2,mmu-miR-141-3p,-0.01,-0.03,< 0.1,"
"
Smc3,ENSMUST00000025930.9,structural maintenance of chromosomes 3 ,280,1,1,0,0,2,0,1,1,2,mmu-miR-141-3p,-0.01,-0.06,0.48,"
"
Cep72,ENSMUST00000036456.6,centrosomal protein 72 ,46,1,0,1,0,2,0,2,0,1,mmu-miR-141-3p,-0.01,-0.14,0.6,"
"
Atp6v1d,ENSMUST00000021536.7,"ATPase, H+ transporting, lysosomal V1 subunit D ",350,1,0,1,0,1,0,1,0,1,mmu-miR-200a-3p,-0.01,-0.16,0.37,"
"
Bbs10,ENSMUST00000040454.3,Bardet-Biedl syndrome 10 (human) ,95,1,1,0,0,1,0,1,0,0,mmu-miR-141-3p,-0.01,-0.39,< 0.1,2007
E130308A19Rik,ENSMUST00000070150.5,RIKEN cDNA E130308A19 gene ,224,1,1,0,0,1,0,1,0,1,mmu-miR-141-3p,-0.01,-0.07,0.37,"
"
Fundc2,ENSMUST00000033541.4,FUN14 domain containing 2 ,4038,1,1,0,0,4,1,2,1,1,mmu-miR-141-3p,0.0,-0.49,< 0.1,2011
Scaf8,ENSMUST00000076734.6,SR-related CTD-associated factor 8 ,2472,1,0,1,0,1,0,1,0,2,mmu-miR-141-3p,0.0,-0.24,0.37,"
"
Slc6a20b,ENSMUST00000026273.8,"solute carrier family 6 (neurotransmitter transporter), member 20B ",726,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,0.0,-0.1,0.37,"
"
Nelfa,ENSMUST00000030993.6,"negative elongation factor complex member A, Whsc2 ",487,1,0,0,1,0,0,0,0,1,mmu-miR-141-3p,0.0,-0.14,0.34,"
"
Epha5,ENSMUST00000053733.9,Eph receptor A5 ,5,1,0,1,0,1,0,1,0,3,mmu-miR-141-3p,0.0,-0.04,0.37,"2009, 2011
"
Ing2,ENSMUST00000080353.2,"inhibitor of growth family, member 2 ",1262,1,0,1,0,1,0,1,0,4,mmu-miR-141-3p,0.0,-0.19,0.37,"2009, 2011
"
1110057K04Rik,ENSMUST00000169104.1,RIKEN cDNA 1110057K04 gene ,332,1,1,0,0,0,0,0,0,1,mmu-miR-141-3p,0.0,-0.17,< 0.1,"
"
Trim32,ENSMUST00000050850.8,tripartite motif-containing 32 ,1070,1,0,1,0,1,0,1,0,3,mmu-miR-141-3p,0.0,-0.09,0.37,"
"
Hnrnpr,ENSMUST00000148843.4,heterogeneous nuclear ribonucleoprotein R ,1645,1,0,1,0,0,0,0,0,4,mmu-miR-141-3p,0.0,-0.09,0.37,"
"
Phb2,ENSMUST00000004375.10,prohibitin 2 ,2580,1,1,0,0,0,0,0,0,0,mmu-miR-141-3p,0.0,-0.27,0.72,"
"
Tacc2,ENSMUST00000059145.8,"transforming, acidic coiled-coil containing protein 2 ",890,2,0,1,1,1,0,0,1,0,mmu-miR-141-3p,0.0,-0.08,0.58,"
"
Alkbh3,ENSMUST00000111240.2,"alkB, alkylation repair homolog 3 (E. coli) ",1023,1,0,1,0,0,0,0,0,1,mmu-miR-141-3p,0.0,-0.13,0.37,"
"
Hint3,ENSMUST00000161074.2,histidine triad nucleotide binding protein 3 ,1027,1,1,0,0,0,0,0,0,3,mmu-miR-141-3p,0.0,-0.04,< 0.1,"
"
Ssr1,ENSMUST00000021864.6,"signal sequence receptor, alpha ",7566,1,1,0,0,0,0,0,0,1,mmu-miR-141-3p,0.0,-0.28,< 0.1,"2009, 2011
"
Prkag1,ENSMUST00000168846.1,"protein kinase, AMP-activated, gamma 1 non-catalytic subunit ",257,1,0,1,0,1,0,0,1,0,mmu-miR-200a-3p,0.0,-0.25,0.37,"
"
Cul4b,ENSMUST00000016681.9,cullin 4B ,2852,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,0.0,-0.09,0.37,"2007, 2009, 2011
"
Daglb,ENSMUST00000045593.9,"diacylglycerol lipase, beta ",113,1,0,1,0,0,0,0,0,1,mmu-miR-141-3p,0.0,-0.06,0.37,"
"
B2m,ENSMUST00000102476.4,beta-2 microglobulin ,31373,1,1,0,0,0,0,0,0,0,mmu-miR-141-3p,0.0,-0.23,< 0.1,"
"
Nop9,ENSMUST00000019441.8,NOP9 nucleolar protein ,1559,1,1,0,0,0,0,0,0,0,mmu-miR-141-3p,0.0,-0.03,ORF,"
"
Cnp,ENSMUST00000103120.4,"2',3'-cyclic nucleotide 3' phosphodiesterase ",104,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,0.0,-0.07,0.37,"2005, 2007
"
Dcun1d5,ENSMUST00000034499.8,"DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae) ",7108,1,1,0,0,2,0,0,2,5,mmu-miR-141-3p,0.0,-0.13,< 0.1,"
"
Ndufb9,ENSMUST00000022980.3,"NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 9 ",10294,1,1,0,0,1,0,0,1,1,mmu-miR-141-3p,0.0,-0.28,0.37,"
"
Epha6,ENSMUST00000068860.7,Eph receptor A6 ,5,1,0,0,1,4,0,4,0,7,mmu-miR-141-3p,0.0,-0.17,0.34,"
"
Cnot2,ENSMUST00000168036.2,"CCR4-NOT transcription complex, subunit 2 ",3267,1,0,1,0,0,0,0,0,0,mmu-miR-141-3p,0.0,-0.09,0.37,"
"
Maf,ENSMUST00000109104.1,avian musculoaponeurotic fibrosarcoma (v-maf) AS42 oncogene homolog ,2481,1,0,0,1,0,0,0,0,0,mmu-miR-141-3p,0.0,-0.12,0.34,2007
Dpf3,ENSMUST00000178756.2,"D4, zinc and double PHD fingers, family 3 ",5,1,0,1,0,1,0,1,0,1,mmu-miR-141-3p,0.0,-0.04,0.37,"2005, 2007
"
Pde8b,ENSMUST00000162412.2,phosphodiesterase 8B ,287,1,1,0,0,0,0,0,0,0,mmu-miR-141-3p,0.0,-0.12,< 0.1,2011
